,Año,Renta total,Renta del trabajo,Renta capital mobiliario,Renta capital inmobiliario,Renta de actividades,Transferencias,Renta disponible,Distrito
297,2021-01-01,18289.0,11989.0,395.0,245.0,767.0,4892.0,15678.0,Larraskitu
298,2022-01-01,19619.0,13155.0,410.0,279.0,840.0,4935.0,16764.0,Larraskitu
299,2006-01-01,16259.0,12066.0,860.0,146.0,885.0,2302.0,13607.0,Masustegi-Monte Caramelo
300,2009-01-01,18151.0,13284.0,910.0,175.0,897.0,2886.0,15471.0,Masustegi-Monte Caramelo
301,2011-01-01,18039.0,13381.0,585.0,217.0,802.0,3055.0,15289.0,Masustegi-Monte Caramelo
302,2013-01-01,17618.0,12734.0,539.0,182.0,735.0,3428.0,14875.0,Masustegi-Monte Caramelo
303,2014-01-01,17439.0,12476.0,486.0,227.0,739.0,3510.0,14787.0,Masustegi-Monte Caramelo
304,2015-01-01,18117.0,12542.0,463.0,233.0,908.0,3971.0,15353.0,Masustegi-Monte Caramelo
305,2016-01-01,18045.0,12502.0,343.0,254.0,920.0,4026.0,15250.0,Masustegi-Monte Caramelo
306,2017-01-01,18605.0,12858.0,434.0,238.0,885.0,4190.0,15738.0,Masustegi-Monte Caramelo
307,2018-01-01,18735.0,13041.0,337.0,222.0,867.0,4268.0,15741.0,Masustegi-Monte Caramelo
308,2019-01-01,19833.0,13712.0,383.0,278.0,871.0,4589.0,16688.0,Masustegi-Monte Caramelo
309,2020-01-01,19395.0,12710.0,312.0,263.0,838.0,5273.0,16451.0,Masustegi-Monte Caramelo
310,2021-01-01,20420.0,13397.0,411.0,276.0,1045.0,5290.0,17252.0,Masustegi-Monte Caramelo
311,2022-01-01,21693.0,14369.0,425.0,322.0,962.0,5615.0,18326.0,Masustegi-Monte Caramelo
312,2006-01-01,16123.0,10181.0,1359.0,162.0,604.0,3816.0,13649.0,Matiko
313,2009-01-01,17610.0,11118.0,1261.0,186.0,555.0,4490.0,15182.0,Matiko
314,2011-01-01,17681.0,11265.0,1087.0,202.0,512.0,4616.0,15083.0,Matiko
315,2013-01-01,18051.0,11095.0,1122.0,202.0,526.0,5105.0,15251.0,Matiko
316,2014-01-01,18024.0,11079.0,888.0,220.0,583.0,5254.0,15278.0,Matiko
317,2015-01-01,18083.0,10752.0,770.0,245.0,587.0,5729.0,15365.0,Matiko
318,2016-01-01,18403.0,10934.0,672.0,256.0,642.0,5899.0,15620.0,Matiko
319,2017-01-01,19129.0,11554.0,672.0,291.0,687.0,5925.0,16232.0,Matiko
320,2018-01-01,19251.0,11313.0,830.0,280.0,715.0,6113.0,16230.0,Matiko
321,2019-01-01,20134.0,12113.0,576.0,310.0,741.0,6393.0,17033.0,Matiko
322,2020-01-01,19678.0,11182.0,474.0,308.0,753.0,6961.0,16712.0,Matiko
323,2021-01-01,20623.0,11963.0,472.0,330.0,817.0,7039.0,17401.0,Matiko
324,2022-01-01,21572.0,12456.0,649.0,360.0,731.0,7376.0,18244.0,Matiko
325,2006-01-01,,,,,,,,
326,2009-01-01,,,,,,,,
327,2011-01-01,,,,,,,,
328,2013-01-01,,,,,,,,
329,2014-01-01,,,,,,,,
330,2015-01-01,,,,,,,,
331,2016-01-01,,,,,,,,
332,2017-01-01,,,,,,,,
333,2018-01-01,,,,,,,,
334,2019-01-01,,,,,,,,
335,2020-01-01,,,,,,,,
336,2021-01-01,,,,,,,,
337,2022-01-01,,,,,,,,
338,2006-01-01,13144.0,7605.0,896.0,99.0,573.0,3971.0,11445.0,Olabeaga
339,2009-01-01,15195.0,9801.0,582.0,74.0,587.0,4152.0,13548.0,Olabeaga
340,2011-01-01,15096.0,9929.0,585.0,83.0,517.0,3981.0,13221.0,Olabeaga
341,2013-01-01,15534.0,9881.0,670.0,96.0,663.0,4224.0,13427.0,Olabeaga
342,2014-01-01,15093.0,9939.0,436.0,148.0,603.0,3966.0,13099.0,Olabeaga
343,2015-01-01,15413.0,9844.0,362.0,176.0,581.0,4450.0,13396.0,Olabeaga
344,2016-01-01,15699.0,10146.0,307.0,194.0,574.0,4478.0,13622.0,Olabeaga
345,2017-01-01,16783.0,11417.0,307.0,199.0,619.0,4241.0,14413.0,Olabeaga
346,2018-01-01,17251.0,11738.0,244.0,220.0,754.0,4296.0,14832.0,Olabeaga
347,2019-01-01,18455.0,12709.0,264.0,268.0,848.0,4366.0,15765.0,Olabeaga
348,2020-01-01,18646.0,12090.0,385.0,214.0,877.0,5080.0,15958.0,Olabeaga
349,2021-01-01,19975.0,13502.0,232.0,227.0,1137.0,4876.0,16998.0,Olabeaga
350,2022-01-01,21369.0,14516.0,321.0,274.0,1216.0,5042.0,18056.0,Olabeaga
351,2006-01-01,9959.0,5680.0,357.0,59.0,481.0,3381.0,8889.0,Otxarkoaga
352,2009-01-01,10840.0,6091.0,350.0,75.0,443.0,3881.0,9827.0,Otxarkoaga
353,2011-01-01,10271.0,5825.0,265.0,74.0,417.0,3690.0,9245.0,Otxarkoaga
354,2013-01-01,10829.0,6210.0,251.0,68.0,386.0,3914.0,9827.0,Otxarkoaga
355,2014-01-01,10794.0,6125.0,218.0,73.0,408.0,3969.0,9818.0,Otxarkoaga
356,2015-01-01,11172.0,5350.0,223.0,85.0,452.0,5062.0,10171.0,Otxarkoaga
357,2016-01-01,11295.0,5489.0,230.0,97.0,445.0,5034.0,10247.0,Otxarkoaga
358,2017-01-01,11759.0,5897.0,166.0,103.0,464.0,5128.0,10658.0,Otxarkoaga
359,2018-01-01,11950.0,6181.0,131.0,103.0,466.0,5069.0,10769.0,Otxarkoaga
360,2019-01-01,12587.0,6438.0,245.0,120.0,499.0,5284.0,11331.0,Otxarkoaga
361,2020-01-01,12280.0,5848.0,116.0,109.0,459.0,5748.0,11170.0,Otxarkoaga
362,2021-01-01,13086.0,6366.0,132.0,113.0,495.0,5980.0,11858.0,Otxarkoaga
363,2022-01-01,14009.0,7053.0,162.0,104.0,512.0,6178.0,12672.0,Otxarkoaga
364,2006-01-01,18265.0,13662.0,1172.0,117.0,854.0,2460.0,15359.0,San Adrián
365,2009-01-01,17393.0,11609.0,1007.0,155.0,673.0,3949.0,14948.0,San Adrián
366,2011-01-01,17219.0,11288.0,827.0,176.0,656.0,4272.0,14627.0,San Adrián
367,2013-01-01,16935.0,10846.0,992.0,166.0,587.0,4344.0,14355.0,San Adrián
368,2014-01-01,16963.0,10935.0,862.0,191.0,575.0,4401.0,14431.0,San Adrián
369,2015-01-01,17247.0,10504.0,942.0,205.0,638.0,4958.0,14650.0,San Adrián
370,2016-01-01,17371.0,10715.0,623.0,216.0,659.0,5158.0,14769.0,San Adrián
371,2017-01-01,17704.0,10927.0,610.0,245.0,658.0,5264.0,15059.0,San Adrián
372,2018-01-01,17994.0,11098.0,541.0,220.0,679.0,5455.0,15262.0,San Adrián
373,2019-01-01,18929.0,11701.0,538.0,235.0,649.0,5807.0,16049.0,San Adrián
374,2020-01-01,18763.0,11024.0,509.0,234.0,615.0,6381.0,16013.0,San Adrián
375,2021-01-01,19769.0,11547.0,634.0,256.0,678.0,6653.0,16707.0,San Adrián
376,2022-01-01,20728.0,12032.0,582.0,279.0,689.0,7145.0,17603.0,San Adrián
377,2006-01-01,9969.0,6193.0,708.0,114.0,609.0,2344.0,8550.0,San Francisco
378,2009-01-01,10823.0,7102.0,615.0,125.0,554.0,2427.0,9457.0,San Francisco
379,2011-01-01,10866.0,7321.0,460.0,175.0,555.0,2354.0,9395.0,San Francisco
380,2013-01-01,12026.0,8291.0,391.0,160.0,542.0,2642.0,10465.0,San Francisco
381,2014-01-01,12207.0,8413.0,450.0,179.0,595.0,2571.0,10610.0,San Francisco
382,2015-01-01,12892.0,7665.0,364.0,212.0,634.0,4017.0,11210.0,San Francisco
383,2016-01-01,13389.0,7977.0,392.0,242.0,675.0,4103.0,11588.0,San Francisco
384,2017-01-01,13637.0,8157.0,411.0,247.0,688.0,4134.0,11821.0,San Francisco
385,2018-01-01,13518.0,8345.0,318.0,263.0,744.0,3847.0,11614.0,San Francisco
386,2019-01-01,14744.0,9290.0,408.0,299.0,808.0,3939.0,12668.0,San Francisco
387,2020-01-01,14207.0,8530.0,206.0,261.0,743.0,4467.0,12261.0,San Francisco
388,2021-01-01,15542.0,9542.0,375.0,279.0,796.0,4550.0,13361.0,San Francisco
389,2022-01-01,16686.0,10434.0,435.0,318.0,851.0,4647.0,14302.0,San Francisco
390,2006-01-01,16406.0,10424.0,1108.0,152.0,686.0,4035.0,13916.0,San Ignacio
391,2009-01-01,17859.0,11576.0,904.0,188.0,665.0,4527.0,15427.0,San Ignacio
392,2011-01-01,18316.0,11787.0,1079.0,205.0,627.0,4619.0,15611.0,San Ignacio
393,2013-01-01,17914.0,11372.0,825.0,194.0,571.0,4952.0,15139.0,San Ignacio
394,2014-01-01,17961.0,11431.0,726.0,215.0,641.0,4947.0,15229.0,San Ignacio
395,2015-01-01,18143.0,11345.0,695.0,221.0,667.0,5214.0,15385.0,San Ignacio
396,2016-01-01,18322.0,11649.0,580.0,242.0,664.0,5187.0,15502.0,San Ignacio
397,2017-01-01,18853.0,12032.0,586.0,250.0,645.0,5340.0,15950.0,San Ignacio
398,2018-01-01,19484.0,12576.0,610.0,248.0,676.0,5374.0,16271.0,San Ignacio
399,2019-01-01,20091.0,12886.0,562.0,288.0,724.0,5631.0,16989.0,San Ignacio
400,2020-01-01,19971.0,12014.0,657.0,281.0,797.0,6222.0,16882.0,San Ignacio
401,2021-01-01,20906.0,12882.0,771.0,284.0,763.0,6205.0,17623.0,San Ignacio
402,2022-01-01,22416.0,14229.0,682.0,313.0,719.0,6473.0,18887.0,San Ignacio
403,2006-01-01,20616.0,12449.0,2500.0,346.0,960.0,4361.0,16809.0,San Pedro de Deustu
404,2009-01-01,22783.0,14021.0,2378.0,398.0,763.0,5223.0,18987.0,San Pedro de Deustu
405,2011-01-01,22841.0,13887.0,2109.0,439.0,755.0,5651.0,18814.0,San Pedro de Deustu
406,2013-01-01,22664.0,13351.0,1977.0,425.0,696.0,6216.0,18451.0,San Pedro de Deustu
407,2014-01-01,22424.0,13175.0,1622.0,461.0,745.0,6420.0,18330.0,San Pedro de Deustu
408,2015-01-01,22799.0,13077.0,1583.0,490.0,818.0,6832.0,18627.0,San Pedro de Deustu
409,2016-01-01,22835.0,13050.0,1452.0,522.0,837.0,6975.0,18634.0,San Pedro de Deustu
410,2017-01-01,23759.0,13648.0,1415.0,575.0,876.0,7245.0,19429.0,San Pedro de Deustu
411,2018-01-01,24350.0,13983.0,1490.0,565.0,884.0,7429.0,19821.0,San Pedro de Deustu
412,2019-01-01,25184.0,14164.0,1643.0,629.0,961.0,7786.0,20577.0,San Pedro de Deustu
413,2020-01-01,25070.0,13722.0,1338.0,601.0,874.0,8535.0,20559.0,San Pedro de Deustu
414,2021-01-01,26222.0,14428.0,1662.0,630.0,1013.0,8490.0,21389.0,San Pedro de Deustu
415,2022-01-01,27909.0,15305.0,1711.0,708.0,1021.0,9164.0,22788.0,San Pedro de Deustu
416,2006-01-01,14690.0,8818.0,1172.0,179.0,628.0,3893.0,12590.0,Santutxu
417,2009-01-01,16255.0,9641.0,1113.0,210.0,533.0,4758.0,14219.0,Santutxu
418,2011-01-01,16057.0,9461.0,869.0,236.0,523.0,4967.0,13909.0,Santutxu
419,2013-01-01,15996.0,8985.0,863.0,213.0,475.0,5460.0,13791.0,Santutxu
420,2014-01-01,16051.0,8984.0,828.0,242.0,511.0,5486.0,13881.0,Santutxu
421,2015-01-01,16113.0,8655.0,718.0,257.0,535.0,5948.0,13956.0,Santutxu
422,2016-01-01,16306.0,8778.0,697.0,271.0,550.0,6010.0,14088.0,Santutxu
423,2017-01-01,16822.0,9197.0,596.0,280.0,584.0,6165.0,14558.0,Santutxu
424,2018-01-01,17053.0,9328.0,571.0,267.0,623.0,6264.0,14692.0,Santutxu
425,2019-01-01,17904.0,9916.0,524.0,313.0,658.0,6494.0,15423.0,Santutxu
426,2020-01-01,17846.0,9429.0,440.0,296.0,605.0,7076.0,15462.0,Santutxu
427,2021-01-01,18753.0,10116.0,518.0,311.0,677.0,7131.0,16119.0,Santutxu
428,2022-01-01,19875.0,10741.0,716.0,348.0,668.0,7401.0,17102.0,Santutxu
429,2006-01-01,16080.0,9920.0,1574.0,174.0,714.0,3698.0,13550.0,Solokoetxe
430,2009-01-01,17340.0,10710.0,1297.0,209.0,721.0,4403.0,14901.0,Solokoetxe
431,2011-01-01,17348.0,10812.0,999.0,250.0,708.0,4579.0,14778.0,Solokoetxe
432,2013-01-01,16992.0,10386.0,885.0,223.0,627.0,4871.0,14428.0,Solokoetxe
433,2014-01-01,17014.0,10252.0,916.0,256.0,643.0,4947.0,14434.0,Solokoetxe
434,2015-01-01,17581.0,10288.0,884.0,267.0,680.0,5461.0,14917.0,Solokoetxe
435,2016-01-01,17976.0,10688.0,753.0,271.0,681.0,5584.0,15295.0,Solokoetxe
436,2017-01-01,18304.0,10947.0,748.0,286.0,707.0,5616.0,15503.0,Solokoetxe
437,2018-01-01,18455.0,10979.0,747.0,275.0,741.0,5715.0,15562.0,Solokoetxe
438,2019-01-01,19133.0,11440.0,604.0,339.0,769.0,5982.0,16198.0,Solokoetxe
439,2020-01-01,19301.0,11051.0,512.0,324.0,732.0,6683.0,16406.0,Solokoetxe
440,2021-01-01,20228.0,11699.0,583.0,333.0,798.0,6816.0,17093.0,Solokoetxe
441,2022-01-01,22334.0,12776.0,1192.0,384.0,767.0,7215.0,18815.0,Solokoetxe
442,2006-01-01,17238.0,12013.0,1403.0,218.0,775.0,2830.0,14406.0,Txurdinaga
443,2009-01-01,18538.0,12922.0,1009.0,210.0,676.0,3721.0,15817.0,Txurdinaga
444,2011-01-01,18724.0,12871.0,952.0,259.0,653.0,3989.0,15795.0,Txurdinaga
445,2013-01-01,18226.0,11887.0,859.0,210.0,591.0,4679.0,15319.0,Txurdinaga
446,2014-01-01,18174.0,11607.0,806.0,253.0,643.0,4864.0,15308.0,Txurdinaga
447,2015-01-01,18378.0,11360.0,753.0,260.0,703.0,5302.0,15483.0,Txurdinaga
448,2016-01-01,18700.0,11616.0,713.0,286.0,674.0,5411.0,15743.0,Txurdinaga
449,2017-01-01,19221.0,11716.0,658.0,323.0,701.0,5822.0,16228.0,Txurdinaga
450,2018-01-01,19850.0,11865.0,725.0,330.0,776.0,6154.0,16666.0,Txurdinaga
451,2019-01-01,20512.0,12272.0,668.0,363.0,732.0,6476.0,17275.0,Txurdinaga
452,2020-01-01,20592.0,11673.0,622.0,361.0,710.0,7226.0,17474.0,Txurdinaga
453,2021-01-01,21416.0,12087.0,754.0,380.0,727.0,7467.0,18027.0,Txurdinaga
454,2022-01-01,23049.0,12886.0,998.0,410.0,718.0,8037.0,19375.0,Txurdinaga
455,2006-01-01,10047.0,6172.0,277.0,38.0,416.0,3144.0,9004.0,Uretamendi
456,2009-01-01,11732.0,7018.0,350.0,58.0,360.0,3946.0,10682.0,Uretamendi
457,2011-01-01,11008.0,6358.0,289.0,88.0,290.0,3984.0,9993.0,Uretamendi
458,2013-01-01,10912.0,6047.0,230.0,79.0,301.0,4254.0,9887.0,Uretamendi
459,2014-01-01,10861.0,6108.0,208.0,91.0,355.0,4099.0,9913.0,Uretamendi
460,2015-01-01,11153.0,5579.0,160.0,100.0,426.0,4886.0,10187.0,Uretamendi
461,2016-01-01,11453.0,5901.0,100.0,102.0,415.0,4936.0,10435.0,Uretamendi
462,2017-01-01,11860.0,6359.0,164.0,100.0,387.0,4850.0,10756.0,Uretamendi
463,2018-01-01,12064.0,6474.0,124.0,93.0,470.0,4902.0,10903.0,Uretamendi
464,2019-01-01,12747.0,7124.0,149.0,102.0,415.0,4957.0,11514.0,Uretamendi
465,2020-01-01,12792.0,6589.0,79.0,102.0,414.0,5607.0,11631.0,Uretamendi
466,2021-01-01,13272.0,7237.0,93.0,79.0,425.0,5437.0,11989.0,Uretamendi
467,2022-01-01,14092.0,7860.0,112.0,80.0,404.0,5636.0,12731.0,Uretamendi
468,2006-01-01,14441.0,8685.0,1130.0,133.0,566.0,3926.0,12422.0,Uribarri
469,2009-01-01,15670.0,9346.0,988.0,162.0,532.0,4642.0,13761.0,Uribarri
470,2011-01-01,15642.0,9305.0,818.0,190.0,505.0,4823.0,13611.0,Uribarri
471,2013-01-01,15773.0,9020.0,855.0,162.0,484.0,5253.0,13653.0,Uribarri
472,2014-01-01,15879.0,9091.0,756.0,180.0,541.0,5311.0,13767.0,Uribarri
473,2015-01-01,16072.0,8901.0,749.0,208.0,534.0,5680.0,13922.0,Uribarri
474,2016-01-01,16043.0,9112.0,473.0,231.0,528.0,5700.0,13919.0,Uribarri
475,2017-01-01,16746.0,9547.0,615.0,242.0,561.0,5781.0,14480.0,Uribarri
476,2018-01-01,16763.0,9604.0,545.0,242.0,555.0,5817.0,14445.0,Uribarri
477,2019-01-01,18000.0,10358.0,754.0,267.0,551.0,6070.0,15493.0,Uribarri
478,2020-01-01,17368.0,9495.0,377.0,251.0,569.0,6676.0,15072.0,Uribarri
479,2021-01-01,18419.0,10590.0,421.0,265.0,658.0,6484.0,15852.0,Uribarri
480,2022-01-01,20052.0,11741.0,639.0,305.0,611.0,6755.0,17208.0,Uribarri
481,2006-01-01,14209.0,8784.0,1080.0,85.0,632.0,3628.0,12057.0,Zabala
482,2009-01-01,13743.0,8074.0,840.0,125.0,470.0,4232.0,12089.0,Zabala
483,2011-01-01,13255.0,7945.0,620.0,165.0,473.0,4050.0,11501.0,Zabala
484,2013-01-01,13625.0,8203.0,577.0,149.0,394.0,4303.0,11883.0,Zabala
485,2014-01-01,13797.0,8341.0,570.0,164.0,501.0,4221.0,12049.0,Zabala
486,2015-01-01,14077.0,7695.0,424.0,161.0,539.0,5257.0,12330.0,Zabala
487,2016-01-01,14082.0,7842.0,382.0,174.0,560.0,5123.0,12298.0,Zabala
488,2017-01-01,14536.0,8291.0,414.0,187.0,599.0,5045.0,12649.0,Zabala
489,2018-01-01,14494.0,8311.0,383.0,180.0,636.0,4985.0,12613.0,Zabala
490,2019-01-01,15154.0,8786.0,317.0,178.0,692.0,5181.0,13169.0,Zabala
491,2020-01-01,14999.0,8188.0,245.0,185.0,676.0,5705.0,13079.0,Zabala
492,2021-01-01,15814.0,8857.0,380.0,210.0,732.0,5635.0,13722.0,Zabala
493,2022-01-01,16989.0,9718.0,456.0,253.0,788.0,5774.0,14751.0,Zabala
494,2006-01-01,13027.0,8619.0,647.0,91.0,568.0,3101.0,11319.0,Zorrotza
495,2009-01-01,14627.0,9465.0,682.0,115.0,542.0,3823.0,12941.0,Zorrotza
496,2011-01-01,14791.0,9549.0,568.0,142.0,505.0,4027.0,12937.0,Zorrotza
497,2013-01-01,14683.0,9059.0,575.0,137.0,465.0,4447.0,12827.0,Zorrotza
498,2014-01-01,14524.0,8909.0,487.0,155.0,518.0,4455.0,12717.0,Zorrotza
499,2015-01-01,14788.0,8716.0,413.0,160.0,549.0,4949.0,12976.0,Zorrotza
500,2016-01-01,15069.0,8896.0,343.0,168.0,544.0,5118.0,13204.0,Zorrotza
501,2017-01-01,15431.0,9055.0,359.0,180.0,521.0,5316.0,13517.0,Zorrotza
502,2018-01-01,15524.0,9073.0,299.0,155.0,521.0,5476.0,13539.0,Zorrotza
503,2019-01-01,16143.0,9364.0,346.0,187.0,530.0,5716.0,14060.0,Zorrotza
504,2020-01-01,15966.0,8689.0,317.0,182.0,503.0,6274.0,14064.0,Zorrotza
505,2021-01-01,16701.0,9160.0,387.0,200.0,591.0,6363.0,14608.0,Zorrotza
506,2022-01-01,17741.0,9945.0,330.0,213.0,594.0,6659.0,15521.0,Zorrotza
507,2006-01-01,16992.0,9721.0,1857.0,199.0,815.0,4400.0,14356.0,Zurbaran
508,2009-01-01,18727.0,10255.0,1992.0,253.0,726.0,5501.0,16168.0,Zurbaran
509,2011-01-01,18524.0,10110.0,1640.0,284.0,752.0,5737.0,15733.0,Zurbaran
510,2013-01-01,17758.0,9457.0,1215.0,241.0,583.0,6262.0,15010.0,Zurbaran
511,2014-01-01,17584.0,9410.0,979.0,260.0,669.0,6266.0,14931.0,Zurbaran
512,2015-01-01,17865.0,9244.0,912.0,285.0,688.0,6736.0,15203.0,Zurbaran
513,2016-01-01,18194.0,9479.0,936.0,307.0,691.0,6781.0,15458.0,Zurbaran
514,2017-01-01,18625.0,9916.0,831.0,334.0,698.0,6847.0,15832.0,Zurbaran
515,2018-01-01,18995.0,10098.0,884.0,322.0,713.0,6978.0,16040.0,Zurbaran
516,2019-01-01,19905.0,10706.0,979.0,374.0,748.0,7098.0,16858.0,Zurbaran
517,2020-01-01,19485.0,10240.0,705.0,349.0,669.0,7521.0,16654.0,Zurbaran
518,2021-01-01,20241.0,10766.0,845.0,364.0,729.0,7537.0,17169.0,Zurbaran
519,2022-01-01,21560.0,11765.0,827.0,410.0,728.0,7830.0,18274.0,Zurbaran
