"Renta personal media de la C.A. de Euskadi (euros) por barrios, tipo de renta y periodo",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,Renta capital mobiliario,2422,2494,2178,1717,1687,1889,1509,1731,1815,2947,1450,1784,1913
,Renta capital inmobiliario,400,500,553,565,579,628,675,704,746,795,748,776,871
,Renta de actividades,1244,1111,1092,988,1039,1090,1136,1138,1196,1213,1168,1262,1351
,Transferencias,4480,5884,5788,6025,6108,6615,6828,6915,7029,7444,8819,8626,9156
,Renta disponible,17196,20191,19898,18955,18784,19675,19857,20345,20768,22567,21502,22172,23960
Antiguo,Renta total,25890,28479,28356,27536,28327,29704,30461,32771,33198,34474,32176,34329,38630
,Renta del trabajo,15154,16466,16363,15800,15598,16186,16564,17655,17436,17833,16046,17593,18509
,Renta capital mobiliario,4250,4170,4075,3337,3991,3867,3945,4775,4810,5690,4047,4728,7153
,Renta capital inmobiliario,686,831,1016,1032,1038,1110,1173,1251,1377,1418,1300,1365,1562
,Renta de actividades,2117,1696,1595,1657,1740,1871,1914,1854,2141,2003,1910,2095,2151
,Transferencias,3684,5315,5308,5710,5959,6670,6864,7237,7433,7531,8873,8548,9256
,Renta disponible,20843,23344,22924,21918,22268,23446,24068,25608,26051,27186,25522,26994,30473
Añorga,Renta total,18273,20703,20350,20870,20491,21658,21543,23052,23999,25850,26913,28627,31753
,Renta del trabajo,12486,13989,13228,13096,12492,13044,12918,13447,14506,16037,14409,17395,19565
,Renta capital mobiliario,1521,1126,1108,956,886,831,724,1571,1324,1349,2442,1567,1890
,Renta capital inmobiliario,276,325,373,347,306,336,377,383,396,510,592,593,718
,Renta de actividades,818,712,665,758,869,888,982,1010,1130,1041,1402,1356,1643
,Transferencias,3172,4551,4975,5713,5938,6559,6543,6640,6642,6912,8069,7717,7938
,Renta disponible,15319,17638,17298,17479,17066,18206,18080,19227,20012,21311,22048,23355,25888
Ategorrieta-Ulia,Renta total,21873,26697,24937,23985,25147,25800,27564,28145,29568,30346,29976,29759,33564
,Renta del trabajo,13416,15798,14892,14215,14164,14698,15119,15087,15963,16873,16072,16217,17768
,Renta capital mobiliario,2825,3681,2718,2421,3358,2827,3457,4126,4684,3805,2983,2856,4226
,Renta capital inmobiliario,658,892,1039,967,941,1095,1184,1194,1269,1268,1263,1265,1453
,Renta de actividades,1639,1630,1558,1385,1593,1599,1641,1538,1521,1658,1471,1573,1986
,Transferencias,3335,4696,4729,4998,5091,5581,6163,6200,6131,6741,8187,7849,8131
,Renta disponible,17873,22011,20456,19394,20093,20642,21920,22529,23613,24231,24055,23805,26979
Centro,Renta total,23404,26926,26747,25963,27067,28124,29221,30400,30944,32465,32154,33153,35739
,Renta del trabajo,10962,12452,12790,12319,12318,12538,12672,13274,13798,14251,13294,14771,15469
,Renta capital mobiliario,4637,4769,4374,3841,4574,4458,5177,5372,4742,5470,5392,4987,5596
,Renta capital inmobiliario,1220,1563,1749,1798,1871,2014,2113,2258,2382,2401,2149,2311,2651
,Renta de actividades,2066,1993,1776,1664,1796,2041,2068,2165,2498,2415,2305,2334,2688
,Transferencias,4518,6149,6059,6341,6508,7073,7192,7330,7524,7928,9014,8750,9335
,Renta disponible,19174,22380,21964,20891,21610,22583,23428,24242,24474,25681,25410,26097,28425
Egia,Renta total,16606,19458,19420,18864,18849,19711,20057,21371,21744,22794,22683,23548,25271
,Renta del trabajo,10131,11481,11581,11247,11241,11515,11749,12746,12996,13699,12427,13342,14582
,Renta capital mobiliario,1259,1593,1285,1025,987,978,952,1058,1120,1074,867,1011,974
,Renta capital inmobiliario,284,337,356,389,402,472,530,612,604,620,575,643,705
,Renta de actividades,947,859,830,729,793,831,828,931,950,1021,985,1056,1111
,Transferencias,3985,5189,5368,5474,5427,5915,5998,6024,6074,6380,7828,7495,7899
,Renta disponible,14211,16834,16686,16020,15841,16644,16959,17895,18236,19005,18963,19569,21116
Gros,Renta total,20521,23298,23494,22867,23279,23927,24237,26120,26238,28590,27741,29301,33621
,Renta del trabajo,11158,12585,12532,12019,12065,12123,12317,12888,13130,13997,13050,13851,14978
,Renta capital mobiliario,2915,2754,2680,2257,2380,2300,1994,2871,2382,3394,2271,3192,5434
,Renta capital inmobiliario,617,714,827,834,860,950,1033,1148,1235,1305,1198,1285,1471
,Renta de actividades,1310,1237,1190,1098,1186,1226,1249,1351,1417,1428,1436,1478,1525
,Transferencias,4520,6008,6265,6659,6788,7327,7644,7862,8073,8467,9785,9494,10212
,Renta disponible,17056,19577,19545,18778,18946,19591,19932,21302,21423,23154,22475,23639,27215
Ibaeta,Renta total,24255,27149,27284,26339,26343,27283,27476,28780,29774,30431,29845,31300,34981
,Renta del trabajo,17239,18455,18688,18002,17615,17823,17994,18537,19186,19169,18010,18870,21448
,Renta capital mobiliario,2273,2580,2583,2071,2242,2278,2151,2705,2900,3031,2313,3082,3356
,Renta capital inmobiliario,397,480,552,583,601,626,699,739,780,853,791,829,950
,Renta de actividades,1720,1627,1438,1417,1441,1561,1658,1725,1764,1695,1613,1695,1857
,Transferencias,2627,4006,4023,4267,4445,4995,4974,5075,5145,5683,7117,6824,7370
,Renta disponible,19598,22331,22187,21073,20959,21772,21964,22938,23704,24255,23834,24862,27633
Igeldo,Renta total,20963,22005,21651,22213,21238,24415,22958,23643,25725,25031,25797,26885,29951
,Renta del trabajo,11546,12259,12280,12644,11936,12157,12103,12892,13179,13620,13102,14246,15685
,Renta capital mobiliario,3424,2084,1755,1565,1442,3134,1371,1205,3170,1827,2383,2490,3258
,Renta capital inmobiliario,695,815,983,1029,967,1241,1445,1597,1733,1669,1516,1635,1904
,Renta de actividades,2325,2467,2174,2070,1934,2349,2456,2353,2249,2482,2074,2097,2491
,Transferencias,2974,4380,4459,4904,4959,5533,5583,5595,5395,5434,6722,6416,6613
,Renta disponible,17343,18657,18257,18350,17458,20045,19041,19515,21038,20575,21195,21786,24374
Intxaurrondo,Renta total,16345,18989,18935,18136,18107,18628,19017,19397,19657,20796,20967,21286,23088
,Renta del trabajo,11418,13047,12864,12101,11926,11975,12280,12523,12657,13169,12191,12833,14046
,Renta capital mobiliario,981,1172,930,762,737,768,706,702,671,896,799,625,732
,Renta capital inmobiliario,140,174,213,223,245,256,290,311,339,366,350,362,403
,Renta de actividades,1008,922,857,741,761,765,802,877,869,905,869,954,984
,Transferencias,2798,3675,4072,4310,4439,4864,4939,4985,5121,5460,6758,6512,6923
,Renta disponible,13855,16260,16173,15334,15179,15671,16035,16306,16566,17440,17617,17790,19411
Landarbaso,Renta total,-,25030,19383,19296,21970,26750,24826,25933,24696,25300,28414,31301,34753
,Renta del trabajo,-,15207,15732,13303,16588,18353,12972,13422,12590,14779,18061,18890,17807
,Renta capital mobiliario,-,820,314,254,212,887,749,983,235,219,1205,288,773
,Renta capital inmobiliario,-,0,0,360,420,0,172,764,1109,1037,836,455,653
,Renta de actividades,-,6823,126,42,16,73,24,170,24,0,199,0,0
,Transferencias,-,2180,3211,5337,4733,7437,10909,10594,10737,9265,8112,11669,15520
,Renta disponible,-,21270,15919,16195,17550,21133,20620,21365,20988,21109,23035,25302,28374
Loiola,Renta total,15432,18157,17671,17611,17439,18253,19048,18997,19058,21203,21019,21508,23299
,Renta del trabajo,9987,11608,11213,11204,11005,11189,11971,11842,12084,14038,12739,13526,14935
,Renta capital mobiliario,1032,1014,843,722,666,779,693,555,526,652,518,563,597
,Renta capital inmobiliario,227,271,266,300,288,313,360,346,328,354,343,371,425
,Renta de actividades,808,867,732,657,654,718,745,723,789,1023,945,1067,1057
,Transferencias,3378,4398,4617,4729,4826,5253,5278,5532,5332,5137,6473,5983,6285
,Renta disponible,13246,15683,15277,15043,14773,15510,16239,16143,16191,17891,17766,18063,19640
Martutene,Renta total,14960,17463,17680,17426,18154,17515,18580,19660,19849,20205,19975,20482,21744
,Renta del trabajo,10081,11235,11546,11409,11025,10840,11460,12531,12532,12673,11888,12380,13212
,Renta capital mobiliario,945,1395,982,822,1754,630,1026,1094,1048,998,497,627,513
,Renta capital inmobiliario,253,282,307,324,387,404,438,482,533,504,457,490,567
,Renta de actividades,910,873,836,693,689,807,845,783,936,1041,1005,1015,1069
,Transferencias,2772,3678,4010,4178,4299,4834,4811,4769,4799,4990,6129,5971,6384
,Renta disponible,12889,15300,15413,15021,15356,15037,15924,16781,16816,17093,16927,17277,18467
Miracruz-Bidebieta,Renta total,15321,18039,18250,17613,17898,18365,18680,19254,20222,20322,20844,21150,24350
,Renta del trabajo,9450,10601,10707,10150,10367,10456,10737,11031,11333,11821,10885,11652,12895
,Renta capital mobiliario,1042,1285,1174,1007,912,790,731,899,1413,909,1016,875,2360
,Renta capital inmobiliario,206,247,276,292,323,345,377,423,413,434,436,461,528
,Renta de actividades,854,858,747,722,795,864,869,960,1074,1045,962,1047,1148
,Transferencias,3768,5047,5346,5443,5501,5909,5966,5940,5989,6113,7545,7114,7418
,Renta disponible,13175,15690,15783,15068,15135,15628,15961,16344,17121,17185,17646,17822,20552
Miramon-Zorroaga,Renta total,27238,32879,32555,30447,31908,33536,40120,43972,45687,43678,40073,48112,78996
,Renta del trabajo,17014,19219,19513,18442,19018,19582,21362,23586,25287,22486,23688,26664,33668
,Renta capital mobiliario,3824,5446,4389,2841,3267,4122,8656,10101,9576,9545,5009,8881,33065
,Renta capital inmobiliario,776,1199,1427,1590,1687,1611,1565,1685,1874,2010,1714,1904,2241
,Renta de actividades,2392,2543,2747,2816,3026,2781,3181,3408,3744,4122,3231,4439,3710
,Transferencias,3231,4472,4479,4758,4911,5439,5355,5193,5205,5514,6430,6224,6313
,Renta disponible,21877,26492,25662,23798,24535,26253,31327,33752,34272,33667,30474,35658,59243
Zubieta,Renta total,20308,22661,23404,22911,22902,22670,22481,23878,25804,23996,25982,26838,29014
,Renta del trabajo,13334,15170,15689,14664,15006,14863,14512,15389,15344,15945,15401,17268,18046
,Renta capital mobiliario,1121,1416,1174,1351,1166,880,933,513,2906,259,447,759,269
,Renta capital inmobiliario,601,974,907,1118,1173,979,1041,1277,1168,1262,1398,1369,1926
,Renta de actividades,2074,1404,1464,1210,1001,764,902,1059,860,1044,1097,1081,1493
,Transferencias,3178,3698,4170,4567,4556,5184,5092,5640,5526,5486,7639,6360,7280
,Renta disponible,16744,19118,19429,18849,18588,18948,18691,19812,21208,19846,21317,21786,23448
VITORIA-GASTEIZ,Renta total,17597,19980,20465,19604,19558,20004,20115,20643,21259,22111,21818,22615,24000
,Renta del trabajo,11820,12970,12989,12117,12099,12386,12404,12815,13098,13668,12811,13630,14440
,Renta capital mobiliario,1465,1678,1325,1335,1161,1138,1028,1021,1211,1179,1021,1093,1249
,Renta capital inmobiliario,274,352,368,352,367,386,415,430,452,470,456,475,516
,Renta de actividades,828,779,710,670,692,723,754,788,808,818,762,854,857
,Transferencias,3209,4201,5073,5130,5239,5371,5514,5589,5690,5976,6769,6563,6938
,Renta disponible,14901,17137,17453,16586,16486,16808,16848,17245,17704,18391,18180,18769,19948
Abetxuko,Renta total,13325,14927,14486,14340,14357,14827,14876,15462,16061,16964,17011,17260,18460
,Renta del trabajo,8855,9348,8930,8296,8427,8761,8742,9120,9703,10194,9793,10303,11195
,Renta capital mobiliario,781,618,343,469,407,416,350,231,291,348,191,249,350
,Renta capital inmobiliario,73,140,143,151,151,160,154,174,208,222,230,204,227
,Renta de actividades,543,516,394,364,314,362,407,417,394,472,482,464,521
,Transferencias,3073,4305,4677,5059,5058,5128,5224,5520,5464,5728,6315,6041,6167
,Renta disponible,11719,13357,12876,12741,12716,13095,13070,13593,14062,14771,14837,14974,15999
Adurtza,Renta total,14358,16403,16520,15967,15892,16301,16672,16847,17304,17750,17802,18766,20162
,Renta del trabajo,9593,10113,9635,8525,8574,8777,8709,9209,9414,9614,8972,10069,10843
,Renta capital mobiliario,860,1059,799,990,785,772,830,442,515,432,570,585,761
,Renta capital inmobiliario,112,153,182,185,180,187,203,227,235,261,246,259,283
,Renta de actividades,499,483,409,417,492,525,672,567,572,489,463,452,467
,Transferencias,3293,4595,5495,5850,5861,6040,6258,6402,6569,6954,7551,7401,7808
,Renta disponible,12480,14446,14506,13934,13823,14130,14359,14497,14848,15313,15340,16112,17279
Ali-Gobeo,Renta total,16982,17253,18047,17709,18707,18655,19150,20587,21343,20699,20843,21114,22068
,Renta del trabajo,9317,10215,11113,11060,11564,11730,11651,12435,12667,13451,13136,13759,14985
,Renta capital mobiliario,3139,1478,1300,1287,1152,953,1278,2045,2237,596,927,421,437
,Renta capital inmobiliario,132,389,441,493,579,553,583,696,708,709,727,772,806
,Renta de actividades,860,803,719,519,698,707,890,785,906,960,795,992,743
,Transferencias,3534,4367,4473,4349,4714,4712,4748,4625,4825,4983,5259,5170,5098
,Renta disponible,14738,15232,15718,15272,16115,16008,16270,17364,17998,17569,17580,17735,18525
Arana,Renta total,13609,14913,15158,14142,14069,14391,14573,15109,15499,16176,16086,16483,17663
,Renta del trabajo,8297,7755,7496,6626,6642,6760,7025,7675,8003,8578,7826,8494,9039
,Renta capital mobiliario,739,1208,900,865,756,701,515,390,667,473,552,663,865
,Renta capital inmobiliario,91,122,163,156,162,170,175,196,180,192,211,191,216
,Renta de actividades,504,418,319,261,295,323,350,357,338,408,346,313,411
,Transferencias,3978,5410,6280,6234,6214,6437,6510,6491,6311,6525,7151,6823,7132
,Renta disponible,11953,13375,13545,12586,12466,12715,12886,13272,13546,14135,14060,14364,15328
Aranbizkarra,Renta total,15672,17244,17683,16720,16601,16852,16778,17402,17632,18388,18554,19287,20558
,Renta del trabajo,10960,11041,10353,8838,8523,8426,8259,8566,8618,9061,8471,9128,9569
,Renta capital mobiliario,1116,1198,936,1097,936,878,701,757,595,523,593,750,816
,Renta capital inmobiliario,162,204,231,208,231,252,285,291,316,314,319,337,352
,Renta de actividades,579,528,477,378,387,423,422,439,466,414,408,426,391
,Transferencias,2855,4273,5686,6199,6524,6874,7110,7348,7637,8075,8764,8646,9430
,Renta disponible,13436,15040,15352,14500,14370,14554,14461,14958,15137,15786,15903,16483,17590
Arantzabela,Renta total,15998,19291,20612,18821,18860,20329,19534,19074,19508,20217,20594,20801,22096
,Renta del trabajo,12126,13408,12962,11022,10751,10615,10083,9426,9319,9206,9027,9102,9860
,Renta capital mobiliario,869,1079,1479,1236,1008,1939,1094,718,812,902,645,692,574
,Renta capital inmobiliario,123,201,233,257,268,258,285,347,342,355,378,431,486
,Renta de actividades,573,561,487,514,568,536,543,597,690,646,557,497,502
,Transferencias,2307,4042,5451,5791,6264,6981,7529,7986,8344,9109,9987,10079,10672
,Renta disponible,13535,16623,17609,16084,16030,17235,16557,16241,16572,17203,17572,17752,18827
Aretxabaleta-Gardelegi,Renta total,-,-,-,26584,28351,29690,31775,32697,33172,37640,36894,36718,39092
,Renta del trabajo,-,-,-,21755,23212,23769,25175,26870,27222,31494,28066,30448,30945
,Renta capital mobiliario,-,-,-,1473,1008,1268,1663,1160,1332,1597,3373,1238,3193
,Renta capital inmobiliario,-,-,-,233,273,293,421,439,443,515,551,595,606
,Renta de actividades,-,-,-,1230,1897,1944,2294,2101,2320,2187,1805,1695,1670
,Transferencias,-,-,-,1893,1961,2417,2223,2126,1855,1847,3100,2741,2676
,Renta disponible,-,-,-,22059,23111,24076,25478,25997,26329,28667,29281,29023,31059
Ariznabarra,Renta total,18479,20431,20246,19758,19753,19878,19813,20166,20207,21212,21021,22381,22872
,Renta del trabajo,13396,14821,14399,13619,13510,13747,13803,13815,13655,14200,13239,13980,14364
,Renta capital mobiliario,1451,1254,884,1073,1008,907,660,724,680,697,697,1233,715
,Renta capital inmobiliario,189,229,273,241,255,262,289,308,325,355,322,357,391
,Renta de actividades,858,710,636,630,626,634,632,681,842,875,812,895,885
,Transferencias,2585,3418,4052,4195,4353,4328,4430,4637,4705,5084,5951,5917,6516
,Renta disponible,15449,17331,16999,16499,16417,16508,16406,16678,16682,17500,17336,18397,18913
Arriaga-Lakua,Renta total,18652,20780,21048,20354,20351,20677,20829,21134,21512,22478,21926,22621,23744
,Renta del trabajo,15316,16357,16154,15071,15101,15392,15439,15724,16012,16447,15198,16072,16868
,Renta capital mobiliario,698,820,716,846,727,589,653,538,491,686,555,594,654
,Renta capital inmobiliario,150,202,245,240,251,261,283,298,313,326,328,341,375
,Renta de actividades,800,784,708,658,665,709,709,739,726,733,680,706,725
,Transferencias,1688,2617,3225,3539,3606,3726,3746,3835,3971,4287,5165,4909,5122
,Renta disponible,15774,17829,17857,17201,17147,17373,17406,17612,17890,18669,18230,18717,19673
Casco Viejo Vitoria,Renta total,14041,15680,15903,15239,15214,15407,15739,15957,16175,17151,16706,17194,18178
,Renta del trabajo,9406,10038,9882,8923,9017,9176,9347,9738,9922,10742,10024,10747,11417
,Renta capital mobiliario,895,900,649,714,617,538,509,382,390,474,364,384,446
,Renta capital inmobiliario,203,250,271,272,292,302,323,301,330,352,309,313,375
,Renta de actividades,696,687,675,578,586,627,645,669,714,764,596,669,790
,Transferencias,2841,3806,4427,4752,4702,4765,4914,4867,4817,4819,5414,5083,5150
,Renta disponible,12155,13755,13863,13256,13172,13298,13566,13729,13883,14661,14305,14660,15480
Coronacion,Renta total,15521,17268,17234,16352,16291,16465,16697,17042,17610,18117,17925,18390,19372
,Renta del trabajo,8594,8805,8463,7600,7598,7821,7976,8618,8924,9690,8816,9497,10188
,Renta capital mobiliario,1516,1948,1245,1310,1117,965,830,698,1020,591,714,719,731
,Renta capital inmobiliario,324,416,435,400,397,439,453,457,470,464,438,448,496
,Renta de actividades,665,585,531,476,549,530,584,630,607,653,600,686,689
,Transferencias,4422,5513,6559,6566,6629,6710,6854,6639,6589,6719,7356,7041,7268
,Renta disponible,13439,15111,15089,14227,14103,14248,14416,14639,15054,15508,15348,15697,16553
Desamparados,Renta total,19686,22235,22928,22701,22018,22446,22522,23341,23282,24313,24095,24464,26502
,Renta del trabajo,11284,12318,12244,11666,11116,11477,11218,11461,11822,12090,11272,12025,12705
,Renta capital mobiliario,2307,2827,2242,2631,2191,1987,1911,2391,1626,1988,1890,1541,2334
,Renta capital inmobiliario,554,681,741,750,789,801,829,864,884,897,845,856,922
,Renta de actividades,1050,979,897,859,842,931,1028,1008,1103,1127,1066,1280,1183
,Transferencias,4491,5431,6805,6794,7080,7251,7536,7617,7847,8211,9022,8762,9358
,Renta disponible,16524,18853,19304,18895,18243,18558,18563,19248,19144,19937,19843,20045,21802
El Anglo,Renta total,16493,18900,19794,18891,18464,18888,18822,19214,19234,20202,20362,20672,22410
,Renta del trabajo,9973,10760,10587,9720,9480,9710,9647,9967,10035,10647,10005,10724,11623
,Renta capital mobiliario,1512,1892,1575,1551,1199,1075,831,847,779,818,974,830,940
,Renta capital inmobiliario,408,502,499,491,502,470,517,523,532,578,554,602,617
,Renta de actividades,683,585,537,534,512,527,579,603,562,661,552,600,627
,Transferencias,3919,5162,6596,6595,6770,7106,7249,7274,7326,7498,8277,7917,8604
,Renta disponible,14133,16337,17060,16198,15757,16135,16046,16236,16274,17106,17187,17425,18938
El Pilar,Renta total,14526,16080,16534,15563,15434,15652,15707,15891,16199,17252,16816,17584,18326
,Renta del trabajo,8965,8221,7498,6345,6209,6326,6345,6786,7095,7569,6945,7511,8012
,Renta capital mobiliario,881,1338,973,1146,963,830,721,482,489,752,406,699,522
,Renta capital inmobiliario,200,253,271,262,273,287,323,308,321,329,334,341,362
,Renta de actividades,548,430,411,354,375,355,366,361,329,352,344,372,383
,Transferencias,3933,5838,7381,7456,7614,7854,7952,7954,7966,8250,8787,8661,9047
,Renta disponible,12645,14283,14602,13708,13560,13748,13736,13907,14152,14932,14633,15293,15925
Ensanche,Renta total,25550,28311,28740,27345,27025,29071,28700,28694,30796,32241,29272,31936,33337
,Renta del trabajo,13126,14860,14841,13964,13771,14682,14037,14371,14990,15821,14355,16345,16780
,Renta capital mobiliario,4787,4860,3943,3899,3482,4444,4119,3414,4577,4984,2590,3206,3373
,Renta capital inmobiliario,967,1286,1221,1218,1273,1318,1413,1434,1510,1495,1370,1447,1568
,Renta de actividades,2317,2353,2141,2078,2091,2101,2259,2433,2466,2454,2350,2746,2901
,Transferencias,4353,4951,6593,6187,6409,6526,6873,7042,7252,7488,8606,8192,8715
,Renta disponible,20925,23280,23712,22012,21696,23108,22969,22858,24430,25602,23395,25222,26499
Gazalbide,Renta total,18905,21041,22328,20705,20940,20963,21252,21866,22749,26836,23738,23967,26675
,Renta del trabajo,11468,12184,11019,9611,9610,9538,9274,9652,9709,10261,9576,9903,10449
,Renta capital mobiliario,1688,1507,1401,1743,1483,1242,1510,1216,1467,4334,1159,1105,2488
,Renta capital inmobiliario,268,309,358,319,354,392,414,445,488,497,565,559,628
,Renta de actividades,719,619,569,489,564,534,506,509,690,569,485,609,528
,Transferencias,4763,6421,8981,8543,8928,9257,9549,10044,10396,11175,11953,11791,12582
,Renta disponible,15950,17950,18962,17430,17576,17623,17816,18312,18949,22125,19850,20008,22257
Judimendi,Renta total,14950,17298,17839,17296,17230,17525,17610,18218,18382,20093,19687,20204,21709
,Renta del trabajo,8964,9490,9436,8652,8631,8972,9026,9794,10076,10756,10226,10996,11885
,Renta capital mobiliario,870,1506,1161,1223,1108,1008,818,794,787,1604,1043,814,1197
,Renta capital inmobiliario,306,379,430,436,450,470,474,478,477,506,492,518,554
,Renta de actividades,536,554,473,469,471,513,528,544,623,607,544,808,768
,Transferencias,4275,5369,6339,6516,6570,6562,6764,6609,6418,6619,7382,7069,7305
,Renta disponible,12912,15142,15522,14968,14836,15015,15106,15517,15635,16974,16630,17056,18307
Lovaina,Renta total,22110,25705,26971,25407,25261,26039,25658,26088,27741,28690,28425,29330,31874
,Renta del trabajo,12909,15138,15456,14298,14013,14080,13809,14440,14633,15579,14550,15439,16717
,Renta capital mobiliario,3144,3329,3000,2699,2482,2723,2191,2122,3144,2572,2362,2415,3128
,Renta capital inmobiliario,617,838,910,835,878,946,1024,1013,1122,1120,1084,1067,1165
,Renta de actividades,1385,1528,1239,1321,1365,1524,1615,1474,1438,1512,1622,1754,1649
,Transferencias,4055,4871,6367,6254,6524,6765,7020,7039,7405,7908,8806,8656,9215
,Renta disponible,18264,21206,22241,20713,20503,21030,20701,21048,22292,23100,22865,23402,25465
Mendizorrotza,Renta total,29902,39456,38860,36265,35325,35998,37918,40180,44514,45562,45918,45091,48846
,Renta del trabajo,19313,22623,20340,18698,18346,18669,18511,19356,19966,20626,20039,21468,22287
,Renta capital mobiliario,5123,8822,8356,7415,5840,5618,7060,7795,10764,10895,10730,8611,10514
,Renta capital inmobiliario,801,1510,1501,1551,1572,1599,1688,1885,1923,1963,1918,1950,2078
,Renta de actividades,1924,2090,2031,2386,2656,3008,3013,3318,3636,3559,3709,3498,3713
,Transferencias,2742,4411,6631,6215,6911,7104,7646,7825,8224,8519,9522,9564,10255
,Renta disponible,23991,32000,31405,28011,27178,27529,28915,30291,33604,34538,35046,34020,37224
Salburua,Renta total,-,21207,21847,20575,20850,21080,21398,21887,22489,23429,23131,24066,25468
,Renta del trabajo,-,17462,18025,17175,17392,17522,17958,18403,19176,19793,18537,19632,20942
,Renta capital mobiliario,-,765,915,421,493,460,428,392,367,478,534,536,639
,Renta capital inmobiliario,-,180,185,162,167,192,214,217,246,263,259,275,294
,Renta de actividades,-,745,628,576,607,603,636,689,696,745,612,723,714
,Transferencias,-,2056,2095,2240,2191,2304,2163,2186,2004,2150,3189,2900,2877
,Renta disponible,-,18466,18716,17541,17698,17812,17958,18351,18762,19446,19251,19948,21177
San Cristóbal,Renta total,15044,17249,17270,16513,16140,16530,16892,17279,17645,18362,18117,18967,19947
,Renta del trabajo,9895,10243,9439,8276,7970,8142,8341,8850,8915,9342,8759,9331,9696
,Renta capital mobiliario,770,1280,788,1016,806,748,714,517,623,668,443,562,601
,Renta capital inmobiliario,137,185,216,221,226,253,264,276,291,304,298,337,379
,Renta de actividades,468,463,427,356,368,379,419,490,512,502,510,742,692
,Transferencias,3774,5077,6400,6644,6771,7008,7154,7145,7305,7546,8107,7995,8579
,Renta disponible,13014,15122,15105,14369,14022,14337,14616,14873,15173,15731,15579,16236,17146
San Martín,Renta total,22245,25069,25615,24344,24190,24898,24881,25982,28318,27416,27504,27691,29830
,Renta del trabajo,16305,17650,17243,15635,15515,15748,15539,15436,15320,15557,14420,14105,14543
,Renta capital mobiliario,1784,2258,1745,1998,1606,1704,1396,1838,3629,1624,1777,1698,1906
,Renta capital inmobiliario,385,516,522,494,529,571,612,653,697,748,731,748,836
,Renta de actividades,959,905,838,847,825,813,812,828,839,861,790,904,895
,Transferencias,2813,3741,5266,5370,5715,6061,6523,7227,7834,8626,9788,10236,11650
,Renta disponible,18178,20610,20983,19806,19593,20141,20117,20971,22802,22206,22273,22477,24220
Sansomendi,Renta total,16487,18547,18913,18154,18026,18422,18495,18674,18970,19594,19183,19779,20809
,Renta del trabajo,13566,14373,14661,13516,13349,13543,13725,13741,13914,14278,13276,13862,14665
,Renta capital mobiliario,475,674,533,558,500,518,358,362,349,400,249,413,409
,Renta capital inmobiliario,79,111,133,128,138,149,165,178,189,205,212,228,245
,Renta de actividades,701,650,590,515,527,586,572,607,630,604,570,593,555
,Transferencias,1665,2739,2995,3436,3513,3625,3677,3786,3889,4108,4876,4683,4935
,Renta disponible,14030,16002,16138,15453,15303,15594,15575,15708,15923,16449,16108,16563,17441
Santa Lucia,Renta total,16485,18923,19635,18452,18436,18503,18604,19105,19433,20501,20492,20980,22849
,Renta del trabajo,11748,12898,12559,11133,10950,10834,10692,10645,10574,10896,10047,10289,10617
,Renta capital mobiliario,1352,1348,1118,1172,1095,872,662,664,636,688,672,762,1411
,Renta capital inmobiliario,152,201,230,221,228,233,248,277,294,315,309,327,359
,Renta de actividades,582,586,534,436,417,429,423,423,448,425,364,394,371
,Transferencias,2652,3890,5193,5491,5747,6134,6579,7096,7481,8177,9100,9208,10091
,Renta disponible,14024,16288,16800,15733,15654,15727,15764,16181,16464,17332,17368,17781,19327
Santiago,Renta total,16986,19524,20915,20161,20025,20598,20657,21405,21892,22963,22834,23466,24896
,Renta del trabajo,11866,12324,12413,10949,10523,10594,10321,10613,10740,10820,9648,9981,10165
,Renta capital mobiliario,1168,1772,1395,1628,1550,1720,1503,1463,1338,1459,1419,1665,1691
,Renta capital inmobiliario,227,280,371,352,359,425,453,481,474,511,501,515,585
,Renta de actividades,550,605,569,581,679,537,558,628,610,608,522,587,645
,Transferencias,3175,4542,6166,6651,6913,7321,7822,8220,8731,9564,10744,10718,11811
,Renta disponible,14330,16716,17804,17055,16817,17272,17295,17857,18320,19190,19083,19709,20830
Txagorritxu,Renta total,16932,19277,20219,18733,18697,18936,19019,19727,20158,20872,20949,22223,22950
,Renta del trabajo,10109,10571,10012,9016,9016,9050,9202,9842,9968,10605,9819,10249,11042
,Renta capital mobiliario,1475,2055,1755,1514,1213,1214,947,825,1029,760,956,1779,1187
,Renta capital inmobiliario,236,307,348,333,385,402,428,435,442,469,468,506,543
,Renta de actividades,555,494,452,350,356,375,398,502,493,445,397,463,418
,Transferencias,4557,5850,7651,7520,7726,7894,8045,8123,8226,8593,9308,9226,9759
,Renta disponible,14485,16662,17510,16056,15978,16129,16155,16732,17038,17635,17704,18686,19349
Zabalgana,Renta total,-,23133,22539,21329,21512,22031,22292,22788,22888,23653,23601,25026,26465
,Renta del trabajo,-,19573,19519,18028,18089,18594,18929,18938,19443,20044,19182,20372,21708
,Renta capital mobiliario,-,793,516,474,524,463,418,834,503,577,484,878,943
,Renta capital inmobiliario,-,125,118,126,150,170,196,213,237,253,254,274,296
,Renta de actividades,-,806,657,591,669,708,724,752,751,744,644,791,807
,Transferencias,-,1835,1730,2110,2079,2095,2023,2052,1954,2035,3036,2712,2711
,Renta disponible,-,19878,19186,18035,18104,18481,18582,18985,19005,19602,19575,20631,21847
